,state,county,community,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
399,12,?,?,Hallandalecity,2,0.03,0.0,0.28,0.76,0.03,0.16,0.04,0.09,0.05,1.0,0.05,1.0,0.15,0.0,0.12,0.58,1.0,0.2,0.47,0.19,0.4,0.45,0.17,0.42,0.48,0.27,0.41,0.04,0.42,0.38,0.56,0.21,0.47,0.0,0.17,0.25,0.24,0.38,0.66,0.21,0.43,0.55,0.01,0.23,0.23,0.33,0.2,0.27,0.24,0.03,0.33,0.05,0.16,0.23,0.3,0.33,0.27,0.35,0.42,0.42,0.56,0.18,0.08,0.05,0.0,0.0,0.19,0.54,0.22,1.0,0.0,0.41,0.0,0.6,0.08,0.51,0.67,0.23,0.2,0.16,0.15,0.19,0.35,0.38,0.47,0.4,0.99,0.69,0.4,0.0,0.0,0.74,0.06,0.62,0.58,0.51,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.01,0.62,0.21,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.8
400,39,139,47138,Mansfieldcity,3,0.07,0.36,0.35,0.71,0.04,0.02,0.4,0.5,0.34,0.49,0.08,1.0,0.18,0.41,0.1,0.4,0.54,0.56,0.57,0.22,0.23,0.24,0.2,0.16,0.88,0.09,0.21,0.08,0.47,0.38,0.53,0.19,0.58,0.28,0.67,0.35,0.67,0.29,0.66,0.49,0.68,0.69,0.4,0.42,0.43,0.46,0.48,0.45,0.41,0.04,0.38,0.01,0.15,0.17,0.16,0.16,0.03,0.03,0.02,0.02,0.92,0.04,0.2,0.17,0.32,0.37,0.29,0.51,0.07,0.54,0.5,0.09,0.69,0.49,0.57,0.56,0.29,0.55,0.2,0.05,0.05,0.07,0.15,0.17,0.16,0.18,0.43,0.18,0.39,0.02,0.0,0.08,0.78,0.55,0.76,0.84,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.08,0.15,0.07,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,1.0
401,55,79,53000,Milwaukeecity,3,0.99,0.42,0.59,0.44,0.11,0.11,0.44,0.56,0.37,0.39,0.99,1.0,0.2,0.45,0.11,0.44,0.48,0.75,0.47,0.21,0.2,0.28,0.18,0.13,0.15,0.18,0.22,1.0,0.59,0.33,0.49,0.22,0.59,0.42,0.51,0.45,0.56,0.3,0.62,0.69,0.61,0.64,0.55,0.18,0.21,0.2,0.16,0.45,0.45,1.0,0.98,0.2,0.37,0.37,0.4,0.44,0.12,0.11,0.11,0.11,0.82,0.12,0.43,0.34,0.42,0.47,0.42,0.31,0.2,0.62,0.0,0.73,0.8,0.31,0.86,0.44,0.21,0.33,0.46,0.09,0.08,0.07,0.25,0.27,0.3,0.28,0.59,0.41,0.57,0.3,0.12,0.14,0.71,0.52,0.79,0.75,0.41,0.29,0.63,0.32,0.16,0.1,0.1,0.29,0.56,0.72,0.3,0.12,0.0,0.28,0.16,0.79,0.57,0.28,0.55,0.62,0.37,0.38,0.57,0.5,0.24,0.25,0.4
402,22,?,?,Pinevillecity,3,0.0,0.45,0.41,0.65,0.09,0.02,0.56,0.6,0.46,0.45,0.02,1.0,0.14,0.48,0.16,0.35,0.49,0.42,0.56,0.16,0.16,0.2,0.15,0.19,0.04,0.36,0.17,0.02,0.55,0.43,0.48,0.3,0.51,0.34,0.15,0.79,0.29,0.45,0.57,0.41,0.69,0.67,0.49,0.5,0.49,0.64,0.55,0.58,0.47,0.01,0.24,0.0,0.07,0.78,0.93,0.91,0.01,0.11,0.12,0.11,0.89,0.06,0.25,0.22,0.4,0.41,0.41,0.43,0.18,0.6,0.0,0.03,0.57,0.44,0.35,0.58,0.56,0.45,0.07,0.06,0.08,0.09,0.12,0.15,0.14,0.17,0.34,0.2,0.6,0.0,0.0,0.06,0.78,0.5,0.66,0.8,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.02,0.15,0.06,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.05
403,48,?,?,GalenaParkcity,3,0.0,0.76,0.2,0.45,0.01,0.87,0.55,0.52,0.34,0.35,0.02,1.0,0.21,0.58,0.12,0.2,0.47,0.22,0.56,0.21,0.13,0.18,0.2,0.1,0.0,0.18,0.21,0.02,0.51,0.88,0.82,0.03,0.54,0.34,0.47,0.19,0.89,0.08,0.45,0.39,0.44,0.46,0.9,0.73,0.67,0.78,0.78,0.28,0.11,0.01,0.24,0.01,0.37,0.33,0.33,0.42,0.5,0.39,0.35,0.41,0.25,0.62,0.91,0.91,0.84,0.7,1.0,0.58,0.79,0.5,0.5,0.01,0.72,0.65,0.63,0.8,0.31,0.51,0.09,0.04,0.03,0.02,0.2,0.2,0.19,0.27,0.31,0.17,0.31,0.0,0.0,0.57,0.61,0.56,0.86,0.83,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.01,0.17,0.05,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.21
404,6,?,?,LosBanoscity,3,0.01,0.64,0.05,0.56,0.11,0.67,0.44,0.48,0.27,0.42,0.0,0.0,0.22,0.49,0.93,0.29,0.47,0.85,0.34,0.23,0.21,0.26,0.17,0.15,0.45,0.19,0.25,0.02,0.51,0.63,0.65,0.18,0.69,0.35,0.22,0.34,0.47,0.28,0.48,0.35,0.57,0.55,0.67,0.52,0.52,0.43,0.59,0.21,0.34,0.01,0.24,0.02,0.29,0.29,0.36,0.44,0.34,0.3,0.34,0.38,0.38,0.5,0.54,0.52,0.65,0.57,0.75,0.46,0.6,0.43,0.5,0.01,0.78,0.52,0.03,0.21,0.63,0.37,0.16,0.24,0.26,0.28,0.24,0.26,0.27,0.27,0.64,0.54,0.37,0.01,0.0,0.5,0.59,0.53,0.61,0.8,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.02,0.17,0.0,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.68
405,4,?,?,Avondalecity,3,0.01,0.77,0.09,0.37,0.08,0.95,0.55,0.59,0.38,0.2,0.0,0.0,0.21,0.58,0.22,0.18,0.23,0.81,0.31,0.19,0.13,0.2,0.12,0.07,0.18,0.17,0.19,0.04,0.75,0.96,0.76,0.13,0.76,0.35,0.34,0.24,0.56,0.23,0.6,0.47,0.58,0.61,0.88,0.48,0.41,0.38,0.47,0.33,0.19,0.02,0.44,0.01,0.45,0.47,0.5,0.49,0.33,0.3,0.29,0.26,0.25,0.53,0.79,0.77,0.81,0.8,0.79,0.51,0.82,0.55,0.5,0.03,0.5,0.53,0.35,0.21,0.77,0.87,0.25,0.09,0.11,0.18,0.13,0.23,0.24,0.25,0.64,0.51,0.76,0.0,0.08,0.31,0.45,0.39,0.67,0.47,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.06,0.06,0.04,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.32
406,27,3,12700,ColumbiaHeightscity,3,0.01,0.32,0.02,0.94,0.09,0.02,0.3,0.42,0.25,0.51,0.03,1.0,0.31,0.53,0.23,0.56,0.55,0.28,0.6,0.34,0.3,0.3,0.13,0.13,0.2,0.23,0.26,0.01,0.22,0.26,0.35,0.19,0.36,0.58,0.51,0.31,0.46,0.24,0.5,0.42,0.49,0.52,0.36,0.53,0.57,0.56,0.66,0.73,0.66,0.01,0.28,0.0,0.48,0.48,0.55,0.55,0.13,0.11,0.12,0.11,0.91,0.06,0.15,0.13,0.36,0.41,0.23,0.7,0.07,0.53,0.5,0.01,0.93,0.65,0.04,0.24,0.4,0.11,0.0,0.17,0.14,0.13,0.37,0.37,0.4,0.33,0.72,0.42,0.24,0.0,0.0,0.11,0.79,0.63,0.54,0.83,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.01,0.46,0.47,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.2
407,8,?,?,CommerceCitycity,3,0.01,0.55,0.06,0.77,0.07,0.67,0.46,0.49,0.3,0.31,0.03,0.98,0.15,0.54,0.05,0.19,0.43,0.71,0.37,0.15,0.12,0.12,0.18,0.09,0.17,0.24,0.26,0.03,0.62,0.47,0.7,0.03,0.72,0.41,0.39,0.11,0.78,0.09,0.85,0.39,0.83,0.87,0.6,0.36,0.35,0.15,0.4,0.33,0.4,0.02,0.37,0.0,0.5,0.48,0.45,0.44,0.13,0.11,0.09,0.08,0.69,0.17,0.42,0.4,0.59,0.52,0.68,0.45,0.36,0.59,0.0,0.03,0.56,0.5,0.34,0.61,0.42,0.58,0.52,0.11,0.09,0.08,0.24,0.26,0.27,0.27,0.87,0.54,0.47,0.02,0.0,0.1,0.61,0.59,0.72,0.8,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.06,0.07,0.21,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.62
408,37,?,?,RockyMountcity,3,0.06,0.41,0.97,0.23,0.02,0.01,0.44,0.47,0.29,0.42,0.08,1.0,0.21,0.52,0.26,0.28,0.49,0.55,0.31,0.23,0.25,0.42,0.19,0.14,0.42,0.14,0.3,0.08,0.48,0.47,0.58,0.26,0.34,0.52,0.67,0.27,0.74,0.36,0.55,0.44,0.61,0.62,0.49,0.3,0.3,0.31,0.36,0.66,0.62,0.1,0.79,0.0,0.32,0.42,0.54,0.46,0.02,0.02,0.02,0.02,0.96,0.04,0.27,0.25,0.45,0.44,0.48,0.4,0.19,0.53,0.5,0.07,0.75,0.41,0.14,0.33,0.58,0.52,0.37,0.09,0.1,0.12,0.08,0.14,0.18,0.21,0.44,0.32,0.64,0.01,0.0,0.02,0.86,0.55,0.62,0.73,0.01,0.2,0.98,0.27,0.02,0.17,0.27,0.2,0.36,0.47,0.53,0.0,0.0,0.37,0.01,0.64,0.1,0.07,0.16,0.03,0.04,0.01,0.96,1.0,0.36,0.12,0.53
409,6,?,?,MenloParkcity,3,0.03,0.29,0.24,0.68,0.36,0.18,0.16,0.32,0.15,0.58,0.04,1.0,0.64,0.53,0.39,0.78,0.51,0.21,0.47,0.75,0.86,0.98,0.25,0.36,0.49,0.29,0.34,0.02,0.16,0.17,0.15,0.9,0.15,0.51,0.39,0.77,0.1,0.88,0.56,0.51,0.62,0.62,0.35,0.59,0.58,0.8,0.58,0.57,0.49,0.02,0.4,0.03,0.36,0.37,0.43,0.5,0.4,0.37,0.39,0.41,0.72,0.16,0.28,0.2,0.28,0.38,0.21,0.48,0.22,0.6,0.0,0.02,0.88,0.43,0.07,0.25,0.35,0.05,0.19,1.0,1.0,1.0,0.79,0.83,1.0,0.82,0.56,0.74,0.14,0.06,0.04,0.48,0.36,0.54,0.48,0.65,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.03,0.23,0.2,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.25
410,12,?,?,FortPiercecity,3,0.04,0.41,0.83,0.29,0.03,0.12,0.37,0.41,0.28,0.66,0.06,1.0,0.12,0.23,0.28,0.34,0.73,0.56,0.61,0.13,0.16,0.3,0.12,0.09,0.59,0.17,0.24,0.1,0.78,0.63,0.77,0.16,0.86,0.2,0.13,0.36,0.46,0.21,0.77,0.47,0.76,0.79,0.46,0.06,0.02,0.07,0.0,0.57,0.58,0.08,0.91,0.02,0.35,0.52,0.57,0.73,0.22,0.3,0.3,0.35,0.81,0.18,0.49,0.41,0.42,0.27,0.6,0.31,0.45,0.79,0.0,0.16,0.23,0.4,0.16,0.2,0.65,0.94,0.45,0.1,0.09,0.1,0.19,0.25,0.27,0.26,0.9,0.42,0.36,0.17,0.06,0.27,0.38,0.43,0.64,0.58,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.03,0.25,0.17,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,1.0
411,36,71,47042,Middletowncity,3,0.02,0.49,0.22,0.73,0.09,0.25,0.39,0.51,0.33,0.44,0.0,0.0,0.31,0.57,0.12,0.39,0.47,0.38,0.46,0.32,0.29,0.3,0.23,0.17,0.39,0.21,0.29,0.03,0.36,0.42,0.52,0.24,0.41,0.51,0.27,0.59,0.47,0.35,0.53,0.57,0.58,0.58,0.53,0.43,0.44,0.48,0.34,0.57,0.63,0.03,0.53,0.02,0.43,0.44,0.45,0.52,0.3,0.27,0.25,0.26,0.69,0.26,0.32,0.28,0.48,0.49,0.49,0.37,0.2,0.56,0.0,0.03,0.71,0.38,0.12,0.4,0.13,0.26,0.32,0.28,0.28,0.26,0.44,0.46,0.5,0.48,0.79,0.59,0.68,0.07,0.0,0.29,0.75,0.55,0.69,0.74,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.01,0.41,0.17,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.2
412,37,?,?,Morgantoncity,3,0.01,0.35,0.3,0.74,0.08,0.0,0.31,0.4,0.26,0.61,0.0,0.0,0.22,0.51,0.6,0.41,0.62,0.26,0.58,0.26,0.26,0.28,0.2,0.08,0.51,0.16,0.28,0.01,0.27,0.62,0.61,0.29,0.21,0.38,0.79,0.67,0.63,0.47,0.58,0.47,0.67,0.66,0.26,0.45,0.46,0.59,0.38,0.62,0.73,0.01,0.28,0.0,0.3,0.55,0.51,0.44,0.02,0.03,0.03,0.02,0.98,0.02,0.08,0.08,0.26,0.27,0.28,0.51,0.06,0.58,0.0,0.03,0.69,0.51,0.15,0.62,0.5,0.39,0.23,0.09,0.09,0.12,0.12,0.16,0.17,0.19,0.1,0.32,0.29,0.0,0.0,0.02,0.79,0.61,0.69,0.71,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.05,0.07,0.01,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.21
413,24,510,4000,Baltimorecity,3,1.0,0.44,1.0,0.07,0.06,0.02,0.38,0.5,0.33,0.44,1.0,1.0,0.21,0.44,0.09,0.27,0.52,0.81,0.51,0.21,0.23,0.37,0.23,0.14,0.29,0.31,0.43,1.0,0.58,0.51,0.69,0.24,0.61,0.35,0.26,0.56,0.45,0.34,0.78,0.74,0.73,0.79,0.57,0.01,0.0,0.06,0.03,0.47,0.48,1.0,1.0,0.16,0.4,0.41,0.46,0.46,0.09,0.08,0.08,0.07,0.9,0.06,0.5,0.4,0.45,0.47,0.47,0.35,0.21,0.51,0.5,1.0,0.63,0.36,1.0,0.62,0.13,0.47,0.45,0.09,0.08,0.09,0.19,0.24,0.27,0.27,0.55,0.34,0.5,0.67,0.89,0.09,0.75,0.65,0.82,0.81,0.63,0.4,0.37,0.47,0.74,0.39,0.33,0.4,0.28,0.56,0.67,0.01,0.06,0.48,0.37,0.64,0.18,0.23,0.76,1.0,0.67,0.58,0.74,0.0,0.36,0.34,1.0
414,34,1,25560,Gallowaytownship,3,0.02,0.59,0.14,0.83,0.16,0.07,0.58,0.68,0.53,0.21,0.02,0.64,0.5,0.78,0.19,0.4,0.29,0.13,0.36,0.47,0.38,0.36,0.47,0.27,0.39,0.32,0.44,0.01,0.1,0.17,0.3,0.32,0.22,0.68,0.09,0.26,0.26,0.35,0.4,0.57,0.38,0.4,0.49,0.71,0.71,0.78,0.65,0.56,0.59,0.01,0.2,0.01,0.14,0.23,0.36,0.35,0.04,0.06,0.08,0.07,0.85,0.06,0.21,0.2,0.51,0.53,0.44,0.65,0.1,0.52,0.5,0.05,0.56,0.63,0.07,0.48,0.9,0.1,0.24,0.25,0.25,0.26,0.68,0.6,0.6,0.66,0.37,0.57,0.37,0.0,0.0,0.12,0.63,0.35,0.43,0.67,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.26,0.02,0.09,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.1
415,12,?,?,Sebastiancity,3,0.0,0.34,0.02,0.97,0.06,0.03,0.22,0.24,0.11,0.92,0.0,0.0,0.25,0.2,0.14,0.45,0.89,0.16,1.0,0.23,0.24,0.22,0.11,0.23,0.41,0.47,0.35,0.01,0.17,0.24,0.46,0.14,0.34,0.21,0.16,0.3,0.38,0.29,0.41,0.08,0.35,0.38,0.22,0.74,0.71,0.8,0.71,0.54,0.55,0.0,0.14,0.0,0.06,0.1,0.14,0.21,0.02,0.03,0.04,0.06,0.91,0.03,0.09,0.11,0.38,0.3,0.66,0.75,0.08,0.58,0.0,0.02,0.58,0.81,0.02,0.3,0.94,0.19,0.11,0.15,0.13,0.12,0.45,0.4,0.4,0.45,0.46,0.51,0.19,0.0,0.0,0.16,0.16,0.21,0.15,0.17,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.03,0.07,0.0,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.14
416,18,?,?,Greenfieldcity,3,0.0,0.48,0.0,0.99,0.03,0.02,0.42,0.49,0.3,0.43,0.0,0.0,0.29,0.61,0.53,0.43,0.53,0.22,0.6,0.3,0.25,0.24,0.17,0.34,0.13,0.81,0.44,0.01,0.19,0.32,0.42,0.19,0.24,0.52,0.46,0.35,0.56,0.31,0.53,0.25,0.52,0.55,0.5,0.72,0.71,0.85,0.71,0.76,0.71,0.0,0.08,0.0,0.23,0.17,0.21,0.18,0.02,0.01,0.02,0.01,0.96,0.03,0.21,0.22,0.48,0.5,0.44,0.62,0.09,0.45,0.5,0.01,0.86,0.61,0.09,0.54,0.42,0.27,0.36,0.1,0.09,0.1,0.23,0.25,0.24,0.26,0.25,0.13,0.28,0.0,0.0,0.04,0.8,0.53,0.68,0.79,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.02,0.16,0.0,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.01
417,34,3,22560,Fairviewborough,3,0.0,0.36,0.03,0.86,0.2,0.29,0.27,0.49,0.29,0.59,0.02,1.0,0.35,0.52,0.26,0.46,0.59,0.16,0.32,0.37,0.34,0.33,0.27,0.07,0.34,0.29,0.43,0.01,0.22,0.61,0.68,0.23,0.49,0.49,0.36,0.24,0.39,0.36,0.26,0.57,0.31,0.29,0.49,0.72,0.74,0.74,0.77,0.27,0.41,0.0,0.24,0.02,0.48,0.44,0.42,0.46,0.97,0.78,0.68,0.67,0.29,0.51,0.25,0.22,0.41,0.56,0.36,0.26,0.26,0.75,0.0,0.02,0.65,0.23,0.02,0.42,0.29,0.15,0.12,0.49,0.47,0.46,0.53,0.6,0.66,0.58,0.66,0.64,1.0,0.0,0.0,0.85,0.51,0.63,0.57,0.63,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.0,1.0,1.0,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.13
418,25,1,59735,Sandwichtown,3,0.01,0.51,0.01,0.98,0.03,0.01,0.34,0.33,0.18,0.46,0.0,0.07,0.53,0.51,0.48,0.53,0.52,0.1,0.7,0.5,0.42,0.41,0.38,0.22,0.17,0.33,0.44,0.01,0.11,0.05,0.11,0.54,0.24,0.56,0.15,0.42,0.18,0.5,0.27,0.23,0.32,0.31,0.49,0.83,0.86,0.89,0.82,0.23,0.42,0.0,0.05,0.0,0.14,0.18,0.18,0.16,0.03,0.04,0.03,0.03,0.93,0.02,0.19,0.2,0.54,0.53,0.43,0.84,0.04,0.35,0.5,0.09,0.0,0.83,0.09,0.22,0.81,0.01,0.1,0.42,0.4,0.4,0.55,0.62,0.71,0.71,0.62,0.68,0.76,0.0,0.0,0.1,0.72,0.46,0.5,0.64,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.12,0.03,0.05,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.22
419,48,?,?,Borgercity,3,0.01,0.41,0.08,0.76,0.03,0.24,0.42,0.41,0.25,0.57,0.0,0.0,0.24,0.4,0.26,0.42,0.58,0.25,0.58,0.27,0.23,0.25,0.17,0.23,0.22,0.15,0.19,0.02,0.39,0.44,0.54,0.18,0.47,0.28,0.43,0.22,0.5,0.3,0.51,0.19,0.34,0.43,0.44,0.74,0.73,0.71,0.76,0.31,0.28,0.01,0.16,0.01,0.44,0.41,0.49,0.69,0.17,0.14,0.15,0.19,0.8,0.18,0.23,0.22,0.43,0.41,0.45,0.68,0.21,0.55,0.0,0.04,0.47,0.69,0.38,0.79,0.35,0.55,0.48,0.03,0.03,0.05,0.12,0.14,0.16,0.16,0.47,0.14,0.28,0.0,0.0,0.16,0.59,0.62,0.68,0.77,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.02,0.15,0.0,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,0.1
420,1,?,?,Annistoncity,3,0.03,0.34,0.86,0.3,0.04,0.01,0.41,0.42,0.27,0.59,0.04,1.0,0.12,0.32,0.19,0.28,0.67,0.52,0.57,0.18,0.21,0.35,0.15,0.26,0.18,0.84,0.33,0.06,0.65,0.48,0.58,0.28,0.79,0.22,0.44,0.43,0.54,0.41,0.69,0.36,0.67,0.71,0.42,0.28,0.24,0.38,0.27,0.49,0.49,0.04,0.55,0.0,0.22,0.28,0.45,0.4,0.02,0.02,0.03,0.03,0.95,0.02,0.25,0.22,0.36,0.34,0.41,0.5,0.13,0.51,0.5,0.07,0.56,0.52,0.31,0.6,0.4,0.55,0.33,0.05,0.07,0.09,0.02,0.09,0.13,0.13,0.41,0.38,0.47,0.01,0.02,0.04,0.77,0.59,0.7,0.64,0.0696551724138,0.217460815047,0.92473354232,0.246332288401,0.0979937304075,0.215203761755,0.343636363636,0.217492163009,0.689404388715,0.726959247649,0.220470219436,0.134858934169,0.114858934169,0.259184952978,0.0755485893417,0.55605015674,0.305987460815,0.06,0.11,0.04,0.163103448276,0.0767084639498,0.698589341693,0.440438871473,0.0,0.195078369906,1.0
